Book_Title,Original_Book_Title,Author_Name,Edition_Language,Rating_score,Rating_votes,Review_number,Year_published,Genres,url
Survival,"Survival (Species Imperative, #1)",Julie E. Czerneda,English,3.94,2019,152,2004,"{'Science Fiction': 186, 'Fiction': 37, 'Science Fiction (Aliens) ': 22, 'Space (Space Opera) ': 21, 'Science Fiction Fantasy': 16, 'Fantasy': 15, 'Cultural (Canada) ': 8, 'Space': 6, 'Mystery': 3, 'Speculative Fiction': 3}",https://www.goodreads.com/book/show/673023.Survival
In the Time of Dinosaurs,In the Time of Dinosaurs,K.A. Applegate,English,3.84,2511,111,1998,"{'Science Fiction': 104, 'Young Adult': 75, 'Fiction': 56, 'Science Fiction (Time Travel) ': 29, 'Childrens': 27, 'Fantasy': 26, 'Science Fiction (Aliens) ': 22, 'Childrens (Middle Grade) ': 20, 'Animals': 14, 'Adventure': 12}",https://www.goodreads.com/book/show/363363.In_the_Time_of_Dinosaurs
The Proposal,The Proposal,K.A. Applegate,English,3.7,2114,73,1999,"{'Science Fiction': 83, 'Young Adult': 62, 'Fiction': 32, 'Fantasy': 27, 'Childrens': 22, 'Science Fiction (Aliens) ': 22, 'Childrens (Middle Grade) ': 19, 'Adventure': 10, 'Animals': 10, 'War': 6}",https://www.goodreads.com/book/show/363393.The_Proposal
Riv's Sanctuary,B08DMWWP7C,A.G. Wilde,English,4.08,812,73,2020,"{'Science Fiction (Aliens) ': 21, 'Romance': 15, 'Science Fiction': 12, 'Romance (Science Fiction Romance) ': 6, 'Fantasy': 5, 'Futuristic': 2}",https://www.goodreads.com/book/show/55057761-riv-s-sanctuary
Unnatural,B08FX3656C,Alessandra Hazard,English,4.12,2349,344,2020,"{'Romance (M M Romance) ': 87, 'Fantasy (Paranormal) ': 51, 'Fantasy': 50, 'Romance': 50, 'Paranormal (Omegaverse) ': 44, 'Science Fiction': 37, 'Paranormal (Shapeshifters) ': 21, 'Science Fiction (Aliens) ': 21, 'LGBT': 18, 'Romance (Paranormal Romance) ': 14}",https://www.goodreads.com/book/show/56443216-unnatural
Cavas,B083XQCDFW,Laurann Dohner,English,4.1,1189,96,2020,"{'Science Fiction (Aliens) ': 21, 'Romance': 19, 'Science Fiction': 16, 'Romance (Paranormal Romance) ': 5, 'Space': 5, 'Adult': 5, 'Paranormal (Shapeshifters) ': 5, 'Romance (Science Fiction Romance) ': 5, 'Fantasy (Paranormal) ': 4, 'Action': 3}",https://www.goodreads.com/book/show/50518382-cavas
Starlight,Starlight ,Lisa Henry,English,4.13,480,111,2019,"{'Science Fiction': 54, 'Romance (M M Romance) ': 38, 'Romance': 28, 'Science Fiction (Aliens) ': 21, 'LGBT': 12, 'Fantasy': 7, 'War (Military Fiction) ': 6, 'Space': 6, 'Futuristic': 6, 'Fiction': 5}",https://www.goodreads.com/book/show/52226950-starlight
Our Pet,B07WF1ZCW3,S.M. Matthews,None,3.82,719,78,2019,"{'Polyamorous (Reverse Harem) ': 26, 'Science Fiction (Aliens) ': 21, 'Romance': 12, 'Science Fiction': 11, 'Romance (Science Fiction Romance) ': 4, 'Erotica (Menage) ': 3, 'Romance (Paranormal Romance) ': 2, 'Adult Fiction (Erotica) ': 2}",https://www.goodreads.com/book/show/51127899-our-pet
Perelandra,Perelandra,C.S. Lewis,English,3.99,42104,2485,1943,"{'Science Fiction': 1314, 'Fiction': 1215, 'Fantasy': 806, 'Christian': 376, 'Classics': 302, 'Christian Fiction': 212, 'Science Fiction Fantasy': 176, 'Religion': 111, 'Religion (Christianity) ': 109, 'Adventure': 80}",https://www.goodreads.com/book/show/100924.Perelandra
The Hunter's Mate,B07V25ZC89,Susan Trombley,English,4.21,580,61,2019,"{'Science Fiction (Aliens) ': 21, 'Romance': 16, 'Science Fiction': 13, 'Romance (Science Fiction Romance) ': 2, 'Space': 2, 'Adult Fiction (Erotica) ': 2, 'Futuristic': 2, 'Fiction': 2}",https://www.goodreads.com/book/show/49768981-the-hunter-s-mate
Shielded Heart,"
The Infinite City  #2 ",Tiffany Roberts,None,4.21,800,96,2019,"{'Science Fiction (Aliens) ': 21, 'Science Fiction': 20, 'Romance': 13, 'Romance (Science Fiction Romance) ': 6, 'Romance (Paranormal Romance) ': 3, 'Fantasy': 2, 'Futuristic': 2, 'Fantasy (Paranormal) ': 2, 'Humor': 2}",https://www.goodreads.com/book/show/51538634-shielded-heart
Tamed,"Tamed (Tribute Brides Of The Drexian Warriors, #1)",Tana Stone,English,3.96,1414,169,2019,"{'Science Fiction': 24, 'Romance': 22, 'Science Fiction (Aliens) ': 21, 'Romance (Science Fiction Romance) ': 9, 'Romance (Paranormal Romance) ': 7, 'Fantasy': 3, 'Fantasy (Paranormal) ': 2, 'War (Military Fiction) ': 2, 'Adventure': 2, 'Adult Fiction (Erotica) ': 2}",https://www.goodreads.com/book/show/49769213-tamed
Winter World,"Winter World (The Long Winter, #1)",A.G. Riddle,English,4.09,19213,1144,2019,"{'Science Fiction': 189, 'Fiction': 89, 'Thriller': 45, 'Apocalyptic (Post Apocalyptic) ': 21, 'Science Fiction (Aliens) ': 21, 'Science Fiction (Dystopia) ': 21, 'Science Fiction (Apocalyptic) ': 20, 'Audiobook': 16, 'Science Fiction Fantasy': 14, 'Fantasy': 14}",https://www.goodreads.com/book/show/43720168-winter-world
The City in the Middle of the Night,The City in the Middle of the Night,Charlie Jane Anders,English,3.53,7633,1484,2019,"{'Science Fiction': 594, 'Fiction': 269, 'Fantasy': 202, 'Science Fiction Fantasy': 56, 'Adult': 55, 'GLBT (Queer) ': 52, 'LGBT': 50, 'Speculative Fiction': 47, 'Science Fiction (Dystopia) ': 41, 'Audiobook': 26}",https://www.goodreads.com/book/show/37534907-the-city-in-the-middle-of-the-night
Gravel and Grit,Gravel and Grit,Stacy  Jones,English,4,778,103,2019,"{'Science Fiction': 21, 'Science Fiction (Aliens) ': 21, 'Romance': 19, 'Fantasy (Paranormal) ': 8, 'Romance (Science Fiction Romance) ': 5, 'Humor': 4, 'War (Military Fiction) ': 2, 'Romance (Paranormal Romance) ': 2, 'Space (Space Opera) ': 2, 'Fantasy': 2}",https://www.goodreads.com/book/show/44055828-gravel-and-grit
Columbus Day,Columbus Day ,Craig Alanson,English,4.26,15210,1114,2016,"{'Science Fiction': 349, 'Fiction': 90, 'Audiobook': 67, 'Space (Space Opera) ': 44, 'War (Military Fiction) ': 36, 'Science Fiction (Aliens) ': 21, 'Space': 20, 'Science Fiction (Military Science Fiction) ': 18, 'Science Fiction Fantasy': 16, 'Humor': 14}",https://www.goodreads.com/book/show/28525188-columbus-day
The Lesson,The Lesson,Cadwell Turnbull,English,3.6,1687,336,2019,"{'Science Fiction': 150, 'Fiction': 58, 'Science Fiction (Aliens) ': 21, 'Adult': 15, 'Speculative Fiction': 13, 'Audiobook': 11, 'Science Fiction Fantasy': 9, 'Literary Fiction': 8, 'Adult Fiction': 7, 'Fantasy': 6}",https://www.goodreads.com/book/show/41459037-the-lesson
Queen's Ransom: The Golden Bulls of Minos,B07JQ9D266,Isabel Wroth,None,4.31,930,164,2018,"{'Fantasy': 30, 'Science Fiction': 22, 'Science Fiction (Aliens) ': 21, 'Romance': 17, 'Fantasy (Paranormal) ': 11, 'Adult': 8, 'New Adult': 6, 'Romance (Paranormal Romance) ': 5, 'Fantasy (Mythology) ': 4, 'Romance (Science Fiction Romance) ': 3}",https://www.goodreads.com/book/show/42444904-queen-s-ransom
The Golden Line,The Golden Line,Addison Cain,English,3.96,3179,421,2018,"{'Paranormal (Omegaverse) ': 110, 'Dark': 47, 'Romance': 45, 'Fantasy (Paranormal) ': 43, 'Science Fiction': 38, 'Adult Fiction (Erotica) ': 37, 'Fantasy': 22, 'Science Fiction (Aliens) ': 21, 'Romance (Paranormal Romance) ': 15, 'Sociology (Abuse) ': 13}",https://www.goodreads.com/book/show/55582145-the-golden-line
The Beginning,The Beginning,K.A. Applegate,English,3.96,2144,148,2001,"{'Science Fiction': 76, 'Young Adult': 54, 'Fiction': 28, 'Fantasy': 25, 'Science Fiction (Aliens) ': 21, 'Childrens': 20, 'Childrens (Middle Grade) ': 16, 'Adventure': 9, 'Animals': 7, 'Action': 5}",https://www.goodreads.com/book/show/125344.The_Beginning
Nyxia Unleashed,Nyxia Unleashed,Scott Reintgen,English,4.21,3524,693,2018,"{'Science Fiction': 133, 'Young Adult': 123, 'Fiction': 33, 'Science Fiction (Dystopia) ': 24, 'Fantasy': 22, 'Science Fiction (Aliens) ': 21, 'Adventure': 18, 'Space': 16, 'Audiobook': 16, 'Romance': 15}",https://www.goodreads.com/book/show/35424762-nyxia-unleashed
A Grim Pet,B07997GCJK,M.K. Eidem,English,4.34,1187,95,2017,"{'Science Fiction (Aliens) ': 21, 'Science Fiction': 13, 'Romance': 11, 'Fantasy': 7, 'Fantasy (Paranormal) ': 6, 'Romance (Science Fiction Romance) ': 5, 'Fiction': 4, 'Warriors': 3, 'Adult': 3, 'Short Stories': 3}",https://www.goodreads.com/book/show/38206895-a-grim-pet
Jewel of the Sea,B07C9TWTYW,Tiffany Roberts,None,4.08,1067,108,2018,"{'Romance': 27, 'Science Fiction (Aliens) ': 21, 'Science Fiction': 19, 'Romance (Science Fiction Romance) ': 16, 'Fantasy': 12, 'Romance (Paranormal Romance) ': 9, 'Fantasy (Paranormal) ': 7, 'Adult Fiction (Erotica) ': 5, 'Romance (M F Romance) ': 3, 'Adult': 3}",https://www.goodreads.com/book/show/39696612-jewel-of-the-sea
Shadowed,B079RMLP5G,Isabel Wroth,English,4.09,731,68,2018,"{'Science Fiction': 23, 'Science Fiction (Aliens) ': 21, 'Romance': 16, 'Polyamorous (Reverse Harem) ': 13, 'Erotica (Menage) ': 11, 'Fantasy (Paranormal) ': 6, 'Romance (Science Fiction Romance) ': 4, 'Fantasy': 4, 'Paranormal (Shapeshifters) ': 3, 'Romance (Paranormal Romance) ': 3}",https://www.goodreads.com/book/show/38494056-shadowed
Vanished,9.78137E+12,Evangeline Anderson,English,4.36,707,92,2018,"{'Science Fiction (Aliens) ': 21, 'Romance': 15, 'Science Fiction': 8, 'Science Fiction (Time Travel) ': 7, 'Fantasy': 6, 'Fantasy (Paranormal) ': 5, 'Adult Fiction (Erotica) ': 4, 'Romance (Science Fiction Romance) ': 3, 'Fiction': 2, 'Adult': 2}",https://www.goodreads.com/book/show/37807947-vanished
Caveman Alien's Rage,Caveman Alien's Rage,Calista Skye,English,4.05,978,74,2017,"{'Science Fiction (Aliens) ': 21, 'Science Fiction': 16, 'Adult Fiction (Erotica) ': 6, 'Romance': 6, 'Fantasy (Paranormal) ': 5, 'Romance (Science Fiction Romance) ': 5, 'Adventure': 3, 'Fantasy': 3, 'Warriors': 2, 'Adult': 2}",https://www.goodreads.com/book/show/36551989-caveman-alien-s-rage
Healing The Broken,"Healing The Broken (Kindred Tales, #5)",Evangeline Anderson,English,4.24,797,77,2017,"{'Science Fiction (Aliens) ': 21, 'Romance': 16, 'Science Fiction': 12, 'Adult Fiction (Erotica) ': 10, 'Romance (Science Fiction Romance) ': 6, 'Fantasy (Paranormal) ': 5, 'Romance (Paranormal Romance) ': 4, 'Romance (Fantasy Romance) ': 4, 'Romance (Erotic Romance) ': 3, 'Fantasy': 3}",https://www.goodreads.com/book/show/36486385-healing-the-broken
Barbarian,B073CF7QF8,Anna Hackett,English,4.31,1531,133,2017,"{'Romance': 47, 'Science Fiction': 28, 'Science Fiction (Aliens) ': 21, 'Romance (Science Fiction Romance) ': 14, 'Romance (Paranormal Romance) ': 11, 'Fantasy': 10, 'Fantasy (Paranormal) ': 7, 'Adult Fiction (Erotica) ': 7, 'Action': 6, 'Suspense': 3}",https://www.goodreads.com/book/show/35446063-barbarian
Bonding With the Beast,"Bonding With The Beast (Brides Of The Kindred, #19.5; Kindred Tales, #2)",Evangeline Anderson,English,4.08,1092,112,2017,"{'Romance': 22, 'Science Fiction (Aliens) ': 21, 'Science Fiction': 18, 'Adult Fiction (Erotica) ': 9, 'Romance (Science Fiction Romance) ': 9, 'Fantasy (Paranormal) ': 8, 'Fantasy': 6, 'Romance (Erotic Romance) ': 5, 'Romance (Paranormal Romance) ': 4, 'Romance (Fantasy Romance) ': 3}",https://www.goodreads.com/book/show/34882634-bonding-with-the-beast
SpecOps,SpecOps ,Craig Alanson,English,4.23,11491,489,2016,"{'Science Fiction': 199, 'Audiobook': 62, 'Fiction': 46, 'Space (Space Opera) ': 36, 'War (Military Fiction) ': 32, 'Science Fiction (Aliens) ': 21, 'Space': 20, 'Science Fiction (Military Science Fiction) ': 14, 'Humor': 13, 'Adventure': 11}",https://www.goodreads.com/book/show/30342581-specops
Sarah's Journal,English,Pittacus Lore,English,3.46,2485,136,2011,"{'Young Adult': 60, 'Science Fiction': 41, 'Fantasy': 26, 'Short Stories': 23, 'Science Fiction (Aliens) ': 21, 'Fiction': 12, 'Novella': 10, 'Romance': 8, 'Fantasy (Paranormal) ': 7, 'Science Fiction (Dystopia) ': 6}",https://www.goodreads.com/book/show/15800934-sarah-s-journal
Uncharted,"Uncharted (Brides of the Kindred, #18)",Evangeline Anderson,English,4.15,902,74,2017,"{'Science Fiction (Aliens) ': 21, 'Romance': 19, 'Science Fiction': 13, 'Fantasy (Paranormal) ': 11, 'Erotica (BDSM) ': 9, 'Adult Fiction (Erotica) ': 9, 'Fantasy': 7, 'Romance (Science Fiction Romance) ': 6, 'Romance (Paranormal Romance) ': 5, 'Adult': 3}",https://www.goodreads.com/book/show/33149659-uncharted
Seducing Stag,Seducing Stag,Laurann Dohner,English,4.02,2391,169,2016,"{'Science Fiction': 48, 'Romance': 43, 'Science Fiction (Aliens) ': 21, 'Romance (Paranormal Romance) ': 20, 'Fantasy (Paranormal) ': 18, 'Romance (Science Fiction Romance) ': 16, 'Adult Fiction (Erotica) ': 13, 'Fantasy': 13, 'Romance (Erotic Romance) ': 7, 'Futuristic': 6}",https://www.goodreads.com/book/show/31875547-seducing-stag
Sarazen's Vengeance,B01LVX9IJT,Isabel Wroth,English,4.08,791,68,2016,"{'Science Fiction (Aliens) ': 21, 'Science Fiction': 16, 'Romance': 13, 'Paranormal (Shapeshifters) ': 12, 'Romance (Science Fiction Romance) ': 4, 'Science Fiction R... (Futuristic Romance) ': 4, 'Fantasy (Paranormal) ': 4, 'Sociology (Abuse) ': 3, 'Romance (M F Romance) ': 3, 'Romance (Paranormal Romance) ': 3}",https://www.goodreads.com/book/show/31921274-sarazen-s-vengeance
Illuminae,Illuminae,Amie Kaufman,English,4.27,121166,25649,2015,"{'Science Fiction': 4407, 'Young Adult': 3760, 'Romance': 1006, 'Fiction': 832, 'Fantasy': 819, 'Science Fiction (Dystopia) ': 523, 'Audiobook': 511, 'Space': 356, 'Adventure': 236, 'Thriller': 220}",https://www.goodreads.com/book/show/23395680-illuminae
It,It,Stephen King,English,4.24,832236,26415,1986,"{'Horror': 13430, 'Fiction': 4485, 'Thriller': 1369, 'Fantasy': 1211, 'Mystery': 543, 'Audiobook': 539, 'Adult': 451, 'Classics': 401, 'Fantasy (Paranormal) ': 389, 'Novels': 365}",https://www.goodreads.com/book/show/830502.It
Sweet Alien Savage,B01C8DSZ3U,Sadie Carter,English,4.14,705,32,2016,"{'Science Fiction (Aliens) ': 21, 'Science Fiction': 16, 'Romance (Science Fiction Romance) ': 5, 'Romance': 5, 'Romance (Erotic Romance) ': 4, 'Romance (Paranormal Romance) ': 4, 'Space': 3, 'Fantasy': 2, 'Adult Fiction (Erotica) ': 2}",https://www.goodreads.com/book/show/29343689-sweet-alien-savage
Trapped,Trapped,Alison Aimes,English,3.77,1018,180,2016,"{'Science Fiction': 46, 'Romance': 28, 'Science Fiction (Aliens) ': 21, 'Adult Fiction (Erotica) ': 13, 'Fantasy': 10, 'Romance (Science Fiction Romance) ': 10, 'Fantasy (Paranormal) ': 8, 'Science Fiction (Dystopia) ': 7, 'Futuristic': 7, 'Adult': 5}",https://www.goodreads.com/book/show/54662836-trapped
Warrior,B01B5LC9YM,B.D. Snowden,English,3.86,528,44,2016,"{'Science Fiction (Aliens) ': 21, 'Science Fiction': 18, 'Romance': 15, 'Fantasy': 7, 'Paranormal (Shapeshifters) ': 6, 'Romance (Science Fiction Romance) ': 4, 'Adult Fiction (Erotica) ': 2}",https://www.goodreads.com/book/show/28791453-warrior
Neverwylde,B00X4L3S5Q,Linda Mooney,English,3.52,426,32,2015,"{'Science Fiction (Aliens) ': 21, 'Science Fiction': 17, 'Romance': 15, 'Romance (Science Fiction Romance) ': 7, 'Romance (Paranormal Romance) ': 2, 'Novella': 2}",https://www.goodreads.com/book/show/25484117-neverwylde
Hunting Cari,English,Mikayla Lane,English,3.73,671,37,2013,"{'Science Fiction (Aliens) ': 21, 'Science Fiction': 15, 'Romance': 13, 'Romance (Science Fiction Romance) ': 5, 'Adult Fiction (Erotica) ': 3, 'Adult': 2, 'Romance (Fantasy Romance) ': 2, 'Fantasy (Magic) ': 2, 'Fantasy': 2, 'Futuristic': 2}",https://www.goodreads.com/book/show/18122645-hunting-cari
Kniam,B00MXEGIZC,Stormy McKnight,English,3.55,589,37,2014,"{'Science Fiction': 24, 'Science Fiction (Aliens) ': 21, 'Romance': 16, 'Fantasy (Paranormal) ': 4, 'Romance (Science Fiction Romance) ': 4, 'Adult Fiction (Erotica) ': 3, 'Fantasy': 3, 'Adult': 3, 'Fantasy (Supernatural) ': 2, 'Romance (Paranormal Romance) ': 2}",https://www.goodreads.com/book/show/23008805-kniam
Possessing Providence,"
                  1611607116
                      (ISBN13: 9781611607116)
",Angela Castle,English,3.86,612,30,2013,"{'Science Fiction (Aliens) ': 21, 'Science Fiction': 15, 'Romance': 11, 'Romance (Science Fiction Romance) ': 10, 'Romance (Paranormal Romance) ': 7, 'Fantasy (Paranormal) ': 6, 'Futuristic': 3, 'Adult Fiction (Erotica) ': 3, 'Novella': 2}",https://www.goodreads.com/book/show/18749440-possessing-providence
Terms of Enlistment,Terms of Enlistment,Marko Kloos,English,4.01,24746,1502,2013,"{'Science Fiction': 618, 'Fiction': 128, 'War (Military Fiction) ': 127, 'Space (Space Opera) ': 77, 'Science Fiction (Military Science Fiction) ': 54, 'Audiobook': 43, 'War': 36, 'Space': 33, 'Science Fiction (Dystopia) ': 24, 'Science Fiction Fantasy': 22}",https://www.goodreads.com/book/show/18800655-terms-of-enlistment
Saving Sara,9.78161E+12,Angela Castle,English,3.87,668,23,2012,"{'Science Fiction (Aliens) ': 21, 'Science Fiction': 18, 'Romance': 13, 'Romance (Science Fiction Romance) ': 9, 'Adult Fiction (Erotica) ': 6, 'Romance (Paranormal Romance) ': 4, 'Fantasy (Paranormal) ': 4, 'Fantasy': 3, 'Futuristic': 3, 'Romance (M F Romance) ': 3}",https://www.goodreads.com/book/show/16029845-saving-sara
The Deaths of Tao,"
                  0857663321
                      (ISBN13: 9780857663320)
",Wesley Chu,English,3.91,3428,317,2013,"{'Science Fiction': 168, 'Fiction': 44, 'Fantasy': 33, 'Science Fiction (Aliens) ': 21, 'Thriller': 17, 'Fantasy (Urban Fantasy) ': 11, 'Science Fiction Fantasy': 10, 'Adventure': 8, 'Action': 8, 'Religion (Taoism) ': 7}",https://www.goodreads.com/book/show/17726421-the-deaths-of-tao
Baby,Baby,J.K. Accinni,English,3.81,859,223,2012,"{'Science Fiction': 43, 'Horror': 29, 'Science Fiction (Aliens) ': 21, 'Fantasy': 17, 'Thriller': 15, 'Science Fiction (Dystopia) ': 11, 'Fantasy (Paranormal) ': 11, 'Fiction': 9, 'Dark': 7, 'Wildlife': 6}",https://www.goodreads.com/book/show/15992857-baby
"The Wide, Wide Sea","The Wide, Wide Sea",Patrick Ness,English,4.07,3224,363,2009,"{'Young Adult': 150, 'Short Stories': 137, 'Science Fiction': 103, 'Science Fiction (Dystopia) ': 80, 'Fantasy': 63, 'Fiction': 54, 'Novella': 27, 'Science Fiction (Aliens) ': 21, 'Romance': 19, 'Adventure': 9}",https://www.goodreads.com/book/show/17926807-the-wide-wide-sea
Taken by the Storm,Taken by the Storm,Cyndi Friberg,English,3.58,1164,61,2004,"{'Romance': 37, 'Science Fiction': 35, 'Fantasy (Paranormal) ': 23, 'Science Fiction (Aliens) ': 21, 'Adult Fiction (Erotica) ': 14, 'Romance (Science Fiction Romance) ': 11, 'Romance (Paranormal Romance) ': 9, 'Adult': 8, 'Fantasy': 6, 'Fiction': 4}",https://www.goodreads.com/book/show/17279006-taken-by-the-storm
No Fear,"
                  1843601451
                      (ISBN13: 9781843601456)
",Jaid Black,English,3.91,1529,28,2002,"{'Adult Fiction (Erotica) ': 40, 'Romance': 25, 'Science Fiction': 24, 'Science Fiction (Aliens) ': 21, 'Fantasy': 16, 'Fantasy (Paranormal) ': 13, 'Romance (Paranormal Romance) ': 11, 'Romance (Science Fiction Romance) ': 11, 'Romance (Erotic Romance) ': 9, 'Adult': 7}",https://www.goodreads.com/book/show/7556004-no-fear
Rocannon's World,Rocannon's World,Ursula K. Le Guin,English,3.75,13118,779,1966,"{'Science Fiction': 659, 'Fantasy': 395, 'Fiction': 281, 'Science Fiction Fantasy': 50, 'Speculative Fiction': 42, 'Classics': 27, 'Novels': 25, 'Science Fiction (Aliens) ': 21, 'Space (Space Opera) ': 21, 'Literature (American) ': 17}",https://www.goodreads.com/book/show/92610.Rocannon_s_World
C791,"C791 (Cyborgs; More Than Machines, #1)",Eve Langlais,English,3.74,4056,354,2012,"{'Science Fiction': 175, 'Romance': 136, 'Adult Fiction (Erotica) ': 61, 'Romance (Science Fiction Romance) ': 51, 'Fantasy (Paranormal) ': 45, 'Romance (Paranormal Romance) ': 36, 'Fantasy': 27, 'Futuristic': 27, 'Romance (Erotic Romance) ': 24, 'Science Fiction (Aliens) ': 21}",https://www.goodreads.com/book/show/13458280-c791
A Million Suns,A Million Suns ,Beth Revis,English,4.02,52606,4091,2012,"{'Young Adult': 1280, 'Science Fiction': 1093, 'Science Fiction (Dystopia) ': 659, 'Romance': 463, 'Fantasy': 289, 'Fiction': 197, 'Mystery': 181, 'Space': 162, 'Young Adult (Teen) ': 79, 'Futuristic': 72}",https://www.goodreads.com/book/show/10345927-a-million-suns
Stardoc,"Stardoc (Stardoc, #1)",S.L. Viehl,English,3.8,3746,214,2000,"{'Science Fiction': 213, 'Space (Space Opera) ': 40, 'Romance': 32, 'Science Fiction (Aliens) ': 21, 'Fiction': 21, 'Science Fiction Fantasy': 18, 'Fantasy': 15, 'Space': 11, 'Medical': 7, 'Novels': 5}",https://www.goodreads.com/book/show/664642.Stardoc
Rejar,Rejar,Dara Joy,English,4.07,3048,107,1997,"{'Romance': 141, 'Romance (Paranormal Romance) ': 72, 'Fantasy (Paranormal) ': 63, 'Fantasy': 48, 'Science Fiction (Time Travel) ': 38, 'Science Fiction': 35, 'Romance (Historical Romance) ': 25, 'Historical': 22, 'Science Fiction (Aliens) ': 21, 'Romance (Science Fiction Romance) ': 15}",https://www.goodreads.com/book/show/206856.Rejar
